'Bakerloo',1,[{060000,'Elephant & Castle',0},{060107,'Lambeth North',940.699},{060142,'Waterloo',1423.24},{060236,'Embankment',2168.64},{060340,'Piccadilly Circus',3066.38},{060434,'Oxford Circus',3813.45},{060547,'Regent's Park',4821.79},{060637,'Baker Street',5515.25},{060706,'Marylebone',5928.67},{060746,'Edgware Road',6473.3},{060833,'Paddington',7135.72},{060950,'Warwick Avenue',8204.35},{061044,'Maida Vale',8952.86},{061141,'Kilburn Park',9747.53},{061238,'Queen's Park',10536},{061417,'Kensal Green',11912.9},{061548,'Willesden Junction',13175.9},{061712,'Harlesden',14346.7},{061903,'Stonebridge Park',15884.1},{062058,'Wembley Central',17474.3},{062238,'North Wembley',18862.3},{062344,'South Kenton',19791.3},{062524,'Kenton',21173.3},{062726,'Harrow & Wealdstone',22861.6}]
'Bakerloo',2,[{060000,'Harrow & Wealdstone',0},{060201,'Kenton',1688.24},{060341,'South Kenton',3070.24},{060447,'North Wembley',3999.25},{060627,'Wembley Central',5387.22},{060822,'Stonebridge Park',6977.41},{061013,'Harlesden',8514.89},{061137,'Willesden Junction',9685.64},{061308,'Kensal Green',10948.6},{061447,'Queen's Park',12325.5},{061544,'Kilburn Park',13114},{061641,'Maida Vale',13908.7},{061735,'Warwick Avenue',14657.2},{061852,'Paddington',15725.8},{061939,'Edgware Road',16388.3},{062019,'Marylebone',16932.9},{062048,'Baker Street',17346.3},{062138,'Regent's Park',18039.8},{062251,'Oxford Circus',19048.1},{062345,'Piccadilly Circus',19795.2},{062449,'Embankment',20692.9},{062543,'Waterloo',21438.3},{062618,'Lambeth North',21920.9},{062726,'Elephant & Castle',22861.6}]
'Bakerloo',3,[{062400,'Elephant & Castle',0},{062507,'Lambeth North',940.699},{062542,'Waterloo',1423.24},{062636,'Embankment',2168.64},{062740,'Piccadilly Circus',3066.38},{062834,'Oxford Circus',3813.45},{062947,'Regent's Park',4821.79},{063037,'Baker Street',5515.25},{063106,'Marylebone',5928.67},{063146,'Edgware Road',6473.3},{063233,'Paddington',7135.72},{063350,'Warwick Avenue',8204.35},{063444,'Maida Vale',8952.86},{063541,'Kilburn Park',9747.53},{063638,'Queen's Park',10536},{063817,'Kensal Green',11912.9},{063948,'Willesden Junction',13175.9},{064112,'Harlesden',14346.7},{064303,'Stonebridge Park',15884.1},{064458,'Wembley Central',17474.3},{064638,'North Wembley',18862.3},{064744,'South Kenton',19791.3},{064924,'Kenton',21173.3},{065126,'Harrow & Wealdstone',22861.6}]
'Bakerloo',4,[{062400,'Harrow & Wealdstone',0},{062601,'Kenton',1688.24},{062741,'South Kenton',3070.24},{062847,'North Wembley',3999.25},{063027,'Wembley Central',5387.22},{063222,'Stonebridge Park',6977.41},{063413,'Harlesden',8514.89},{063537,'Willesden Junction',9685.64},{063708,'Kensal Green',10948.6},{063847,'Queen's Park',12325.5},{063944,'Kilburn Park',13114},{064041,'Maida Vale',13908.7},{064135,'Warwick Avenue',14657.2},{064252,'Paddington',15725.8},{064339,'Edgware Road',16388.3},{064419,'Marylebone',16932.9},{064448,'Baker Street',17346.3},{064538,'Regent's Park',18039.8},{064651,'Oxford Circus',19048.1},{064745,'Piccadilly Circus',19795.2},{064849,'Embankment',20692.9},{064943,'Waterloo',21438.3},{065018,'Lambeth North',21920.9},{065126,'Elephant & Castle',22861.6}]
'Bakerloo',5,[{064800,'Elephant & Castle',0},{064907,'Lambeth North',940.699},{064942,'Waterloo',1423.24},{065036,'Embankment',2168.64},{065140,'Piccadilly Circus',3066.38},{065234,'Oxford Circus',3813.45},{065347,'Regent's Park',4821.79},{065437,'Baker Street',5515.25},{065506,'Marylebone',5928.67},{065546,'Edgware Road',6473.3},{065633,'Paddington',7135.72},{065750,'Warwick Avenue',8204.35},{065844,'Maida Vale',8952.86},{065941,'Kilburn Park',9747.53},{070038,'Queen's Park',10536},{070217,'Kensal Green',11912.9},{070348,'Willesden Junction',13175.9},{070512,'Harlesden',14346.7},{070703,'Stonebridge Park',15884.1},{070858,'Wembley Central',17474.3},{071038,'North Wembley',18862.3},{071144,'South Kenton',19791.3},{071324,'Kenton',21173.3},{071526,'Harrow & Wealdstone',22861.6}]
'Bakerloo',6,[{064800,'Harrow & Wealdstone',0},{065001,'Kenton',1688.24},{065141,'South Kenton',3070.24},{065247,'North Wembley',3999.25},{065427,'Wembley Central',5387.22},{065622,'Stonebridge Park',6977.41},{065813,'Harlesden',8514.89},{065937,'Willesden Junction',9685.64},{070108,'Kensal Green',10948.6},{070247,'Queen's Park',12325.5},{070344,'Kilburn Park',13114},{070441,'Maida Vale',13908.7},{070535,'Warwick Avenue',14657.2},{070652,'Paddington',15725.8},{070739,'Edgware Road',16388.3},{070819,'Marylebone',16932.9},{070848,'Baker Street',17346.3},{070938,'Regent's Park',18039.8},{071051,'Oxford Circus',19048.1},{071145,'Piccadilly Circus',19795.2},{071249,'Embankment',20692.9},{071343,'Waterloo',21438.3},{071418,'Lambeth North',21920.9},{071526,'Elephant & Castle',22861.6}]
'Bakerloo',7,[{071200,'Elephant & Castle',0},{071307,'Lambeth North',940.699},{071342,'Waterloo',1423.24},{071436,'Embankment',2168.64},{071540,'Piccadilly Circus',3066.38},{071634,'Oxford Circus',3813.45},{071747,'Regent's Park',4821.79},{071837,'Baker Street',5515.25},{071906,'Marylebone',5928.67},{071946,'Edgware Road',6473.3},{072033,'Paddington',7135.72},{072150,'Warwick Avenue',8204.35},{072244,'Maida Vale',8952.86},{072341,'Kilburn Park',9747.53},{072438,'Queen's Park',10536},{072617,'Kensal Green',11912.9},{072748,'Willesden Junction',13175.9},{072912,'Harlesden',14346.7},{073103,'Stonebridge Park',15884.1},{073258,'Wembley Central',17474.3},{073438,'North Wembley',18862.3},{073544,'South Kenton',19791.3},{073724,'Kenton',21173.3},{073926,'Harrow & Wealdstone',22861.6}]
'Bakerloo',8,[{071200,'Harrow & Wealdstone',0},{071401,'Kenton',1688.24},{071541,'South Kenton',3070.24},{071647,'North Wembley',3999.25},{071827,'Wembley Central',5387.22},{072022,'Stonebridge Park',6977.41},{072213,'Harlesden',8514.89},{072337,'Willesden Junction',9685.64},{072508,'Kensal Green',10948.6},{072647,'Queen's Park',12325.5},{072744,'Kilburn Park',13114},{072841,'Maida Vale',13908.7},{072935,'Warwick Avenue',14657.2},{073052,'Paddington',15725.8},{073139,'Edgware Road',16388.3},{073219,'Marylebone',16932.9},{073248,'Baker Street',17346.3},{073338,'Regent's Park',18039.8},{073451,'Oxford Circus',19048.1},{073545,'Piccadilly Circus',19795.2},{073649,'Embankment',20692.9},{073743,'Waterloo',21438.3},{073818,'Lambeth North',21920.9},{073926,'Elephant & Castle',22861.6}]
'Bakerloo',9,[{073600,'Elephant & Castle',0},{073707,'Lambeth North',940.699},{073742,'Waterloo',1423.24},{073836,'Embankment',2168.64},{073940,'Piccadilly Circus',3066.38},{074034,'Oxford Circus',3813.45},{074147,'Regent's Park',4821.79},{074237,'Baker Street',5515.25},{074306,'Marylebone',5928.67},{074346,'Edgware Road',6473.3},{074433,'Paddington',7135.72},{074550,'Warwick Avenue',8204.35},{074644,'Maida Vale',8952.86},{074741,'Kilburn Park',9747.53},{074838,'Queen's Park',10536},{075017,'Kensal Green',11912.9},{075148,'Willesden Junction',13175.9},{075312,'Harlesden',14346.7},{075503,'Stonebridge Park',15884.1},{075658,'Wembley Central',17474.3},{075838,'North Wembley',18862.3},{075944,'South Kenton',19791.3},{080124,'Kenton',21173.3},{080326,'Harrow & Wealdstone',22861.6}]
'Bakerloo',10,[{073600,'Harrow & Wealdstone',0},{073801,'Kenton',1688.24},{073941,'South Kenton',3070.24},{074047,'North Wembley',3999.25},{074227,'Wembley Central',5387.22},{074422,'Stonebridge Park',6977.41},{074613,'Harlesden',8514.89},{074737,'Willesden Junction',9685.64},{074908,'Kensal Green',10948.6},{075047,'Queen's Park',12325.5},{075144,'Kilburn Park',13114},{075241,'Maida Vale',13908.7},{075335,'Warwick Avenue',14657.2},{075452,'Paddington',15725.8},{075539,'Edgware Road',16388.3},{075619,'Marylebone',16932.9},{075648,'Baker Street',17346.3},{075738,'Regent's Park',18039.8},{075851,'Oxford Circus',19048.1},{075945,'Piccadilly Circus',19795.2},{080049,'Embankment',20692.9},{080143,'Waterloo',21438.3},{080218,'Lambeth North',21920.9},{080326,'Elephant & Castle',22861.6}]
